country-Inv,name-Inv,full_name-Inv,currency-Inv,symbol-Inv,asset_class-Inv,ISIN,Name_197,industry-IB,longName-IB,marketName-IB,Symbol-IB,Country-IB,Exchange-IB,Currency-IB
canada,Bessor Minerals,Bessor Minerals Inc,CAD,BST,equity,CA08650L1094,BESSOR MINERALS INC,,BESSOR MINERALS INC,,BST,Canada,VENTURE,CAD
mexico,Best Buy,Best Buy Co Inc,MXN,BBY,equity,US0865161014,BEST BUY CO INC,"Consumer, Cyclical",BEST BUY CO INC,BBY,BBY,,,
china,Bestsun Energy,Bestsun Energy Co Ltd,CNY,600681,equity,CNE0000003J7,BESTSUN ENERGY CO LTD-A,Utilities,BESTSUN ENERGY CO LTD-A,600681,600681,China,SEHKNTL,CNH
china,Besttone Holding,Besttone Holding Co Ltd,CNY,600640,equity,CNE0000005N4,BESTTONE HOLDINGS CO LTD-A,,,,,,,
united kingdom,Bezant,Bezant Resources Plc,GBP,BZT,equity,GB00B1CKQD97,BEZANT RESOURCES PLC,Basic Materials,BEZANT RESOURCES PLC,ASQ1,BZT,United Kingdom,LSE,GBP
united states,BG Medicine,BG Medicine Inc,USD,BGMD,equity,US08861T2069,BG MEDICINE INC,"Consumer, Non-cyclical",BG MEDICINE INC,NOINFO,BGMD,,,
united kingdom,BH Macro,BH Macro Ltd,GBP,BHMG,equity,GG00B1NP5142,BH MACRO LTD,,BH MACRO LTD,STMM,BHMG,United Kingdom,LSE,GBP
india,Bharat Heavy Electricals,Bharat Heavy Electricals Ltd.,INR,BHEL,equity,INE257A01026,BHARAT HEAVY ELECTRICALS,Industrial,BHARAT HEAVY ELECTRICALS,BHEL,BHEL,India,NSE,INR
india,Bharat Petroleum,Bharat Petroleum Corp. Ltd.,INR,BPCL,equity,INE029A01011,BHARAT PETROLEUM CORP LTD,Energy,BHARAT PETROLEUM CORP LTD,BPCL,BPCL,India,NSE,INR
japan,BIC Camera Inc,BIC Camera Inc,JPY,3048,equity,JP3800390001,BIC CAMERA INC.,"Consumer, Cyclical",BIC CAMERA INC.,3048,3048,Japan,TSEJ,JPY
australia,Bidenergy,Bidenergy Ltd,AUD,BID,equity,AU000000BID8,BIDENERGY LTD,,,,,,,
united kingdom,Bidstack,Bidstack Group PLC,GBP,BIDS,equity,GB00BZ7M6059,BIDSTACK GROUP PLC,Communications,BIDSTACK GROUP PLC,ASQ1,BIDS,United Kingdom,LSE,GBP
united states,Big Lots,Big Lots Inc,USD,BIG,equity,US0893021032,BIG LOTS INC,"Consumer, Cyclical",BIG LOTS INC,BIG,BIG,,,
united kingdom,Big Yellow,Big Yellow Group PLC,GBP,BYG,equity,GB0002869419,BIG YELLOW GROUP PLC,Financial,BIG YELLOW GROUP PLC,STMM,BYG,United Kingdom,LSE,GBP
united states,Biglari,Biglari Holdings Inc,USD,BH,equity,US08986R3093,BIGLARI HOLDINGS INC-B,"Consumer, Cyclical",BIGLARI HOLDINGS INC-B,BH,BH,,,
australia,Bigtincan Holdings,Bigtincan Holdings Ltd,AUD,BTH,equity,AU000000BTH6,BIGTINCAN HOLDINGS LTD,Technology,BIGTINCAN HOLDINGS LTD,BTH,BTH,Australia,ASX,AUD
japan,Bike O &,Bike O & Co Ltd,JPY,3377,equity,JP3101150005,BIKE O & CO LTD,"Consumer, Cyclical",BIKE O & CO LTD,3377,3377,Japan,TSEJ,JPY
japan,Biken Techno,Biken Techno Corp,JPY,9791,equity,JP3800000006,BIKEN TECHNO CORP,"Consumer, Non-cyclical",BIKEN TECHNO CORP,9791,9791,Japan,TSEJ,JPY
japan,Billing System,Billing System Corp,JPY,3623,equity,JP3800490009,BILLING SYSTEM CORP,Communications,BILLING SYSTEM CORP,3623,3623,Japan,TSEJ,JPY
hong kong,Bingo,Bingo Group Holdings Ltd,HKD,8220,equity,KYG1116Y1492,BINGO GROUP HOLDINGS LTD,,BINGO GROUP HOLDINGS LTD,,8220,Hong Kong,SEHK,HKD
hong kong,Bingo,Bingo Group Holdings Ltd,HKD,8220,equity,KYG1116Y1492,BINGO GROUP HOLDINGS LTD,"Consumer, Cyclical",BINGO GROUP HOLDINGS LTD,8220,8220,,,
australia,Bingo Industries,Bingo Industries Ltd,AUD,BIN,equity,AU000000BIN7,BINGO INDUSTRIES LTD,Industrial,BINGO INDUSTRIES LTD,BIN,BIN,Australia,ASX,AUD
united states,BIO-Key,BIO-Key International Inc,USD,BKYI,equity,US09060C3097,BIO-KEY INTERNATIONAL INC,Industrial,BIO-KEY INTERNATIONAL INC,SCM,BKYI,,,
united states,Bio-Techne,Bio-Techne Corp,USD,TECH,equity,US09073M1045,BIO-TECHNE CORP,"Consumer, Non-cyclical",BIO-TECHNE CORP,NMS,TECH,,,
united states,Bioanalytical Systems,Bioanalytical Systems Inc,USD,BASI,equity,US09058M1036,BIOANALYTICAL SYSTEMS INC,,,,,,,
canada,biOasis Technologies Inc,biOasis Technologies Inc,CAD,BTI,equity,CA09064N1033,BIOASIS TECHNOLOGIES INC,"Consumer, Non-cyclical",BIOASIS TECHNOLOGIES INC,BTI,BTI,Canada,VENTURE,CAD
united states,Biocept,Biocept Inc,USD,BIOC,equity,US09072V4023,BIOCEPT INC,"Consumer, Non-cyclical",BIOCEPT INC,SCM,BIOC,,,
,Biocept Inc,,,BIOC,,US09072V5012,BIOCEPT INC,"Consumer, Non-cyclical",BIOCEPT INC,SCM,BIOC,,,
united states,BioCryst,BioCryst Pharmaceuticals Inc,USD,BCRX,equity,US09058V1035,BIOCRYST PHARMACEUTICALS INC,"Consumer, Non-cyclical",BIOCRYST PHARMACEUTICALS INC,NMS,BCRX,,,
japan,Biofermin Pharmaceutical,Biofermin Pharmaceutical Co Ltd,JPY,4517,equity,JP3799800002,BIOFERMIN PHARMACEUTICAL CO,"Consumer, Non-cyclical",BIOFERMIN PHARMACEUTICAL CO,4517,4517,,,
mexico,Biogen,Biogen Inc,MXN,BIIB,equity,US09062X1037,BIOGEN INC,"Consumer, Non-cyclical",BIOGEN INC,NMS,BIIB,,,
united states,BioHiTech,BioHiTech Global Inc,USD,BHTG,equity,US09074B1070,BIOHITECH GLOBAL INC,,,,,,,
united states,BIOLASE,BIOLASE Inc,USD,BIOL,equity,US0909112072,BIOLASE INC,,,,,,,
,BIOLASE Inc,,,BIOL,,US0909114052,BIOLASE INC,,,,,,,
israel,Bio Light,BioLight Life Sciences Ltd,ILS,BOLT,equity,IL0010952237,BIOLIGHT LIFE SCIENCES LTD,"Consumer, Non-cyclical",BIOLIGHT LIFE SCIENCES LTD,BOLT,BOLT,Israel,TASE,ILS
united states,BioLineRx,BioLineRx Ltd,USD,BLRX,equity,US09071M2052,BIOLINERX LTD,"Consumer, Non-cyclical",BIOLINERX LTD,BLRX,BLRX,Israel,TASE,ILS
united states,Biomarin Pharma,Biomarin Pharmaceutical Inc,USD,BMRN,equity,US09061G1013,BIOMARIN PHARMACEUTICAL INC,"Consumer, Non-cyclical",BIOMARIN PHARMACEUTICAL INC,NMS,BMRN,,,
united kingdom,Biome,Biome Technologies Plc,GBP,BIOM,equity,GB00B9Z1M820,BIOME TECHNOLOGIES PLC,Basic Materials,BIOME TECHNOLOGIES PLC,ASQ1,BIOM,United Kingdom,LSE,GBP
united states,BioSpecifics,BioSpecifics Technologies Corp,USD,BSTC,equity,US0909311062,BIOSPECIFICS TECHNOLOGIES,"Consumer, Non-cyclical",BIOSPECIFICS TECHNOLOGIES,BSTC,BSTC,,,
united states,Biostar Pharma,Biostar Pharmaceuticals Inc,USD,BSPM,equity,US0906783016,BIOSTAR PHARMACEUTICALS INC,"Consumer, Non-cyclical",BIOSTAR PHARMACEUTICALS INC,NOINFO,BSPM,,,
canada,Biosyent Inc.,Biosyent Inc.,CAD,RX,equity,CA0906901081,BIOSYENT INC.,"Consumer, Non-cyclical",BIOSYENT INC.,RX,RX,Canada,VENTURE,CAD
united states,BioTelemetry,BioTelemetry Inc,USD,BEAT,equity,US0906721065,BIOTELEMETRY INC,,,,,,,
australia,Bioxyne Ltd,Bioxyne Ltd,AUD,BXN,equity,AU000000BXN6,BIOXYNE LTD,"Consumer, Non-cyclical",BIOXYNE LTD,BXN,BXN,Australia,ASX,AUD
united states,Birks Group Inc,Birks Group Inc,USD,BGI,equity,CA09088U1093,BIRKS GROUP INC,"Consumer, Cyclical",BIRKS GROUP INC,BGI,BGI,,,
australia,Bisalloy Steel Group Ltd,Bisalloy Steel Group Ltd,AUD,BIS,equity,AU000000BIS6,BISALLOY STEEL GROUP LTD,Basic Materials,BISALLOY STEEL GROUP LTD,BIS,BIS,Australia,ASX,AUD
switzerland,Bitcoin Group,Bitcoin Group SE,CHF,BTC,equity,DE000A1TNV91,BITCOIN GROUP SE,,,,,,,
canada,Bitterroot Resources,Bitterroot Resources Ltd,CAD,BTT,equity,CA0919012074,BITTERROOT RESOURCES LTD,Basic Materials,BITTERROOT RESOURCES LTD,BTT,BTT,Canada,VENTURE,CAD
finland,Bittium,Bittium Oyj,EUR,BITTI,equity,FI0009007264,BITTIUM OYJ,Communications,BITTIUM OYJ,XETRA,BITTI,Finland,HEX,EUR
united states,Blackbaud,Blackbaud Inc,USD,BLKB,equity,US09227Q1004,BLACKBAUD INC,,,,,,,
canada,BlackBerry,BlackBerry Ltd,CAD,BB,equity,CA09228F1036,BLACKBERRY LTD,Technology,BLACKBERRY LTD,BB,BB,,,
united states,Blackline,Blackline Inc,USD,BL,equity,US09239B1098,BLACKLINE INC,Technology,BLACKLINE INC,NMS,BL,,,
canada,Blackrock Gold,Blackrock Gold Corp,CAD,BRC,equity,CA09258M1014,BLACKROCK GOLD CORP,,BLACKROCK GOLD CORP,,BRC,Canada,VENTURE,CAD
mexico,BlackRock,BlackRock Inc,MXN,BLK,equity,US09247X1019,BLACKROCK INC,Financial,BLACKROCK INC,BLK,BLK,,,
united kingdom,Blackrock Latin American,BlackRock Latin American Investment Trust plc,GBP,BRLA,equity,GB0005058408,BLACKROCK LATIN AMERICAN INV,,BLACKROCK LATIN AMERICAN INV,SSMM,BRLA,United Kingdom,LSE,GBP
united kingdom,Blackrock World Mining,Blackrock World Mining Trust Plc,GBP,BRWM,equity,GB0005774855,BLACKROCK WORLD MINING TRUST,,BLACKROCK WORLD MINING TRUST,STMM,BRWM,United Kingdom,LSE,GBP
australia,Blina Minerals NL,Blina Minerals NL,AUD,BDI,equity,AU000000BDI8,BLINA MINERALS NL,,BLINA MINERALS NL,,BDI,Australia,ASX,AUD
united states,H&R Block,H&R Block Inc,USD,HRB,equity,US0936711052,BLOCK H & R INC,"Consumer, Non-cyclical",H&R BLOCK INC,HRB,HRB,,,
canada,Blockchain Technologies,Blockchain Technologies,CAD,HBLK,equity,CA09369T1021,BLOCKCHAIN TECHNOLOGIES ETF,,BLOCKCHAIN TECHNOLOGIES ETF,HBLK,HBLK,,,
united states,Blonder Tongue Labs,Blonder Tongue Laboratories Inc,USD,BDR,equity,US0936981085,BLONDER TONGUE LABORATORIES,,,,,,,
united states,Bloomin Brands,Bloomin Brands Inc,USD,BLMN,equity,US0942351083,BLOOMIN' BRANDS INC,"Consumer, Cyclical",BLOOMIN' BRANDS INC,NMS,BLMN,,,
united states,Blucora,Blucora Inc,USD,BCOR,equity,US0952291005,BLUCORA INC,Financial,BLUCORA INC,NMS,BCOR,,,
united states,Blue Bird,Blue Bird Corp,USD,BLBD,equity,US0953061068,BLUE BIRD CORP,"Consumer, Cyclical",BLUE BIRD CORP,NMS,BLBD,,,
australia,Blue Energy,Blue Energy Ltd,AUD,BLU,equity,AU0000044364,BLUE ENERGY LTD,Energy,BLUE ENERGY LTD,BLU,BLU,Australia,ASX,AUD
australia,Blue Sky Alternatives Access,Blue Sky Alternatives Access,AUD,BAF,equity,AU000000BAF0,BLUE SKY ALTERNATIVES ACCESS,,BLUE SKY ALTERNATIVES ACCESS,,BAF,Australia,ASX,AUD
canada,Blue Sky Uranium,Blue Sky Uranium Corp,CAD,BSK,equity,CA0960495079,BLUE SKY URANIUM CORP,Basic Materials,BLUE SKY URANIUM CORP,BSK,BSK,Canada,VENTURE,CAD
israel,Blue Square,Blue Square Real Estate Ltd,ILS,BLSR,equity,IL0010985658,BLUE SQUARE REAL ESTATE LTD,Financial,BLUE SQUARE REAL ESTATE LTD,BLSR,BLSR,Israel,TASE,ILS
united states,Bluebird,Bluebird bio Inc,USD,BLUE,equity,US09609G1004,BLUEBIRD BIO INC,"Consumer, Non-cyclical",BLUEBIRD BIO INC,NMS,BLUE,,,
australia,Bluechiip Ltd,Bluechiip Ltd,AUD,BCT,equity,AU000000BCT7,BLUECHIIP LTD,Technology,BLUECHIIP LTD,BCT,BCT,Australia,ASX,AUD
united states,Blueknight,Blueknight Energy Partners LP LLC,USD,BKEP,equity,US09625U1097,BLUEKNIGHT ENERGY PARTNERS L,Energy,BLUEKNIGHT ENERGY PARTNERS L,NMS,BKEP,,,
united states,BlueLinx,BlueLinx Holdings Inc,USD,BXC,equity,US09624H2085,BLUELINX HOLDINGS INC,"Consumer, Cyclical",BLUELINX HOLDINGS INC,BXC,BXC,,,
united states,Blueprint Medicines Corp,Blueprint Medicines Corp,USD,BPMC,equity,US09627Y1091,BLUEPRINT MEDICINES CORP,"Consumer, Non-cyclical",BLUEPRINT MEDICINES CORP,NMS,BPMC,,,
china,Bluestar Adisseo,Bluestar Adisseo Co,CNY,600299,equity,CNE000001253,BLUESTAR ADISSEO CO-A,Basic Materials,BLUESTAR ADISSEO CO-A,600299,600299,China,SEHKNTL,CNH
canada,Bluestone Resources,Bluestone Resources Inc,CAD,BSR,equity,CA09626M3049,BLUESTONE RESOURCES INC,Basic Materials,BLUESTONE RESOURCES INC,BSR,BSR,Canada,VENTURE,CAD
united states,BMC Stock Hldgs,BMC Stock Holdings Inc,USD,BMCH,equity,US05591B1098,BMC STOCK HOLDINGS INC,"Consumer, Cyclical",BMC STOCK HOLDINGS INC,BMCH,BMCH,,,
australia,BMG Resources Ltd,BMG Resources Ltd,AUD,BMG,equity,AU000000BMG3,BMG RESOURCES LTD,Basic Materials,BMG RESOURCES LTD,BMG,BMG,Australia,ASX,AUD
canada,BMO Global Communications,BMO Global Communications,CAD,COMM,equity,CA05585R1029,BMO GLOBAL COMMUNICATIONS IN,,BMO GLOBAL COMMUNICATIONS IN,COMM,COMM,,,
mexico,BNP Paribas,BNP Paribas SA,MXN,BNPN,equity,FR0000131104,BNP PARIBAS,Financial,BNP PARIBAS,BNPN,BNPN,Mexico,MEXI,MXN
australia,Boadicea Resources Ltd,Boadicea Resources Ltd,AUD,BOA,equity,AU000000BOA2,BOADICEA RESOURCES LTD,Basic Materials,BOADICEA RESOURCES LTD,BOA,BOA,Australia,ASX,AUD
hong kong,Boc Aviation,Boc Aviation Ltd,HKD,2588,equity,SG9999015267,BOC AVIATION LTD,Financial,BOC AVIATION LTD,2588,2588,Hong Kong,SEHK,HKD
hong kong,BOC Hong Kong,BOC Hong Kong Holdings Ltd,HKD,2388,equity,HK2388011192,BOC HONG KONG HOLDINGS LTD,Financial,BOC HONG KONG HOLDINGS LTD,2388,2388,Germany,SEHK,HKD
united kingdom,Bodycote,Bodycote PLC,GBP,BOY,equity,GB00B3FLWH99,BODYCOTE PLC,Industrial,BODYCOTE PLC,STMM,BOY,United Kingdom,LSE,GBP
china,Boe Technology A,BOE Technology Group Co Ltd,CNY,000725,equity,CNE0000016L5,BOE TECHNOLOGY GROUP CO LT-A,Technology,BOE TECHNOLOGY GROUP CO LT-A,000725,000725,China,SEHKSZSE,CNH
hong kong,Boer Power,Boer Power Holdings Ltd,HKD,1685,equity,KYG121611084,BOER POWER HOLDINGS LTD,Industrial,BOER POWER HOLDINGS LTD,1685,1685,Hong Kong,SEHK,HKD
china,Bohai Leasing A,Bohai Leasing Co Ltd,CNY,000415,equity,CNE0000009B1,BOHAI LEASING CO LTD-A,Financial,BOHAI LEASING CO LTD-A,000415,000415,China,SEHKSZSE,CNH
united states,Boingo,Boingo Wireless Inc,USD,WIFI,equity,US09739C1027,BOINGO WIRELESS INC,Communications,BOINGO WIRELESS INC,WIFI,WIFI,,,
united states,BOK Financial,BOK Financial Corporation,USD,BOKF,equity,US05561Q2012,BOK FINANCIAL CORPORATION,Financial,BOK FINANCIAL CORPORATION,NMS,BOKF,,,
india,Bombay Rayon Fashions,Bombay Rayon Fashions Ltd,INR,BRFL,equity,INE589G01011,BOMBAY RAYON FASHIONS LTD,"Consumer, Cyclical",BOMBAY RAYON FASHIONS LTD,BRFL,BRFL,India,NSE,INR
india,Bombay Rayon Fashions,Bombay Rayon Fashions Ltd,INR,BRFL,equity,INE589G01011,BOMBAY RAYON FASHIONS LTD,"Consumer, Cyclical",BOMBAY RAYON FASHIONS LTD,BRFL,BRFL,India,NSE,INR
india,Bombay Rayon Fashions,Bombay Rayon Fashions Ltd,INR,BRFL,equity,INE589G01011,BOMBAY RAYON FASHIONS LTD,"Consumer, Cyclical",BOMBAY RAYON FASHIONS LTD,BRFL,BRFL,India,NSE,INR
india,Bombay Rayon Fashions,Bombay Rayon Fashions Ltd,INR,BRFL,equity,INE589G01011,BOMBAY RAYON FASHIONS LTD,"Consumer, Cyclical",BOMBAY RAYON FASHIONS LTD,BRFL,BRFL,India,NSE,INR
united states,Bonanza Creek Energy,Bonanza Creek Energy Inc,USD,BCEI,equity,US0977934001,BONANZA CREEK ENERGY INC,,,,,,,
sweden,Bonasudden Holding AB,Bonasudden Holding AB,SEK,BONAS,equity,SE0007157953,BONASUDDEN HOLDING AB,Financial,BONASUDDEN HOLDING AB,BONAS,BONAS,Sweden,SFB,SEK
sweden,Bonesupport,Bonesupport Holding AB,SEK,BONEX,equity,SE0009858152,BONESUPPORT HOLDING AB,"Consumer, Non-cyclical",BONESUPPORT HOLDING AB,BONEX,BONEX,Sweden,SFB,SEK
canada,Bonterra Resources,BonTerra Resources Inc,CAD,BTR,equity,CA09852X7018,BONTERRA RESOURCES INC,Basic Materials,BONTERRA RESOURCES INC,BTR,BTR,Canada,VENTURE,CAD
mexico,Booking,Booking Holdings Inc,MXN,BKNG,equity,US09857L1089,BOOKING HOLDINGS INC,Communications,BOOKING HOLDINGS INC,NMS,BKNG,,,
japan,Bookoff,Bookoff Group Holdings Ltd,JPY,9278,equity,JP3829940000,BOOKOFF GROUP HOLDINGS LTD,"Consumer, Cyclical",BOOKOFF GROUP HOLDINGS LTD,9278,9278,Japan,TSEJ,JPY
australia,Boom Logistics,Boom Logistics Ltd,AUD,BOL,equity,AU000000BOL9,BOOM LOGISTICS LTD,"Consumer, Non-cyclical",BOOM LOGISTICS LTD,BOL,BOL,Australia,ASX,AUD
united kingdom,Henry Boot,Henry Boot PLC,GBP,BOOT,equity,GB0001110096,BOOT (HENRY) PLC,Financial,BOOT (HENRY) PLC,SSMM,BOOT,United Kingdom,LSE,GBP
united states,Booz Allen Hamilton,Booz Allen Hamilton Holding,USD,BAH,equity,US0995021062,BOOZ ALLEN HAMILTON HOLDINGS,"Consumer, Non-cyclical",BOOZ ALLEN HAMILTON HOLDINGS,BAH,BAH,,,
australia,Bora Bora Resources Ltd,Bora Bora Resources Ltd,AUD,BBR,equity,AU000000BBR3,BORA BORA RESOURCES LTD,Basic Materials,BORA BORA RESOURCES LTD,BBR,BBR,,,
united states,BorgWarner,BorgWarner Inc,USD,BWA,equity,US0997241064,BORGWARNER INC,"Consumer, Cyclical",BORGWARNER INC,BWA,BWA,,,
united states,Borqs Tech,Borqs Technologies Inc,USD,BRQS,equity,VGG1466B1031,BORQS TECHNOLOGIES INC,Technology,BORQS TECHNOLOGIES INC,SCM,BRQS,,,
norway,Borr Drilling,Borr Drilling Ltd,NOK,BDRILL,equity,BMG1466R2078,BORR DRILLING LTD,,BORR DRILLING LTD,,BDRILL,Norway,OSE,NOK
austria,Borussia Dortmund,Borussia Dortmund GmbH & Co KGaA,EUR,BVB,equity,DE0005493092,BORUSSIA DORTMUND GMBH & CO,"Consumer, Cyclical",BORUSSIA DORTMUND GMBH & CO,XETRA,BVB,Switzerland,EBS,CHF
australia,Boss Resources Ltd,Boss Resources Ltd,AUD,BOE,equity,AU000000BOE4,BOSS RESOURCES LTD,,,,,,,
united states,Boston Beer,Boston Beer Company Inc,USD,SAM,equity,US1005571070,BOSTON BEER COMPANY INC-A,"Consumer, Non-cyclical",BOSTON BEER COMPANY INC-A,SAM,SAM,,,
united states,Boston Properties,Boston Properties Inc,USD,BXP,equity,US1011211018,BOSTON PROPERTIES INC,Financial,BOSTON PROPERTIES INC,BXP,BXP,,,
united states,Boston Scientific,Boston Scientific Corp,USD,BSX,equity,US1011371077,BOSTON SCIENTIFIC CORP,"Consumer, Non-cyclical",BOSTON SCIENTIFIC CORP,BSX,BSX,,,
australia,Botanix Pharma,Botanix Pharmaceuticals Ltd,AUD,BOT,equity,AU000000BOT2,BOTANIX PHARMACEUTICALS LTD,"Consumer, Non-cyclical",BOTANIX PHARMACEUTICALS LTD,BOT,BOT,Australia,ASX,AUD
united states,Bottomline,Bottomline Technologies Inc,USD,EPAY,equity,US1013881065,BOTTOMLINE TECHNOLOGIES (DE),,,,,,,
australia,Bougainville Copper,Bougainville Copper Ltd,AUD,BOC,equity,PG0008526520,BOUGAINVILLE COPPER LIMITED,Basic Materials,BOUGAINVILLE COPPER LIMITED,BOC,BOC,Australia,ASX,AUD
japan,Bourbon,Bourbon Corp,JPY,2208,equity,JP3831400001,BOURBON CORP,"Consumer, Non-cyclical",BOURBON CORP,2208,2208,Japan,TSEJ,JPY
japan,Boutiques,Boutiques Inc,JPY,9272,equity,JP3829980006,BOUTIQUES INC,"Consumer, Non-cyclical",BOUTIQUES INC,9272,9272,Japan,TSEJ,JPY
united kingdom,Bowleven,Bowleven PLC,GBP,BLVN,equity,GB00B04PYL99,BOWLEVEN PLC,Energy,BOWLEVEN PLC,ASQ1,BLVN,United Kingdom,LSE,GBP
united states,Boxlight A,Boxlight Corp Class A,USD,BOXL,equity,US1031971096,BOXLIGHT CORP - CLASS A,Technology,BOXLIGHT CORP - CLASS A,SCM,BOXL,,,
canada,Boyuan Construction Group Inc,Boyuan Construction Group Inc,CAD,BOY,equity,CA10363P1045,BOYUAN CONSTRUCTION GROUP IN,"Consumer, Cyclical",BOYUAN CONSTRUCTION GROUP IN,BOY,BOY,,,
switzerland,BP,BP PLC,CHF,BP,equity,GB0007980591,BP PLC,Energy,BP PLC,BP,BP,Switzerland,EBS,CHF
japan,BPLATS,BPLATS Inc,JPY,4381,equity,JP3799780006,BPLATS INC,Communications,BPLATS INC,4381,4381,Japan,TSEJ,JPY
australia,Brainchip Holdings,Brainchip Holdings Ltd,AUD,BRN,equity,AU000000BRN8,BRAINCHIP HOLDINGS LTD,Industrial,BRAINCHIP HOLDINGS LTD,BRN,BRN,Australia,ASX,AUD
japan,BrainPad Inc,BrainPad Inc,JPY,3655,equity,JP3831460005,BRAINPAD INC,Technology,BRAINPAD INC,3655,3655,Japan,TSEJ,JPY
japan,Branding Technology,Branding Technology Inc,JPY,7067,equity,JP3830750000,BRANDING TECHNOLOGY INC,Communications,BRANDING TECHNOLOGY INC,7067,7067,Japan,TSEJ,JPY
united states,Brandywine,Brandywine Realty Trust,USD,BDN,equity,US1053682035,BRANDYWINE REALTY TRUST,Financial,BRANDYWINE REALTY TRUST,BDN,BDN,,,
japan,Brass,Brass Corp,JPY,2424,equity,JP3830600007,BRASS CORP,"Consumer, Non-cyclical",BRASS CORP,2424,2424,Japan,TSEJ,JPY
sweden,Bravida Holding AB,Bravida Holding AB,SEK,BRAV,equity,SE0007491303,BRAVIDA HOLDING AB,"Consumer, Non-cyclical",BRAVIDA HOLDING AB,BRAV,BRAV,Sweden,SFB,SEK
australia,Bravura Solutions,Bravura Solutions Ltd,AUD,BVS,equity,AU000000BVS9,BRAVURA SOLUTIONS LTD,Technology,BRAVURA SOLUTIONS LTD,BVS,BVS,Australia,ASX,AUD
united kingdom,Breedon Group,Breedon Group PLC,GBP,BREE,equity,JE00B2419D89,BREEDON GROUP PLC,Industrial,BREEDON GROUP PLC,AMSM,BREE,United Kingdom,LSE,GBP
israel,Brenmiller Energy,Brenmiller Energy Ltd,ILS,BNRG,equity,IL0011415309,BRENMILLER ENERGY LTD,Energy,BRENMILLER ENERGY LTD,SCM,BNRG,Israel,TASE,ILS
australia,Breville Group,Breville Group Ltd,AUD,BRG,equity,AU000000BRG2,BREVILLE GROUP LTD,"Consumer, Cyclical",BREVILLE GROUP LTD,BRG,BRG,Australia,ASX,AUD
united kingdom,Brewin Dolphin,Brewin Dolphin Holdings PLC,GBP,BRW,equity,GB0001765816,BREWIN DOLPHIN HOLDINGS PLC,Financial,BREWIN DOLPHIN HOLDINGS PLC,STMM,BRW,United Kingdom,LSE,GBP
united states,Bridge Bancorp,Bridge Bancorp Inc,USD,BDGE,equity,US1080351067,BRIDGE BANCORP INC,,,,,,,
japan,Bridge Intl,Bridge International Corp,JPY,7039,equity,JP3831050004,BRIDGE INTERNATIONAL CORP,"Consumer, Non-cyclical",BRIDGE INTERNATIONAL CORP,7039,7039,Japan,TSEJ,JPY
united states,Bridgeline Digital,Bridgeline Digital Inc,USD,BLIN,equity,US10807Q7007,BRIDGELINE DIGITAL INC,Communications,BRIDGELINE DIGITAL INC,SCM,BLIN,,,
japan,Bridgestone Corp.,Bridgestone Corp.,JPY,5108,equity,JP3830800003,BRIDGESTONE CORP,"Consumer, Cyclical",BRIDGESTONE CORP,5108,5108,Germany,TSEJ,JPY
united states,Bridgewater Bancshares,Bridgewater Bancshares Inc,USD,BWB,equity,US1086211034,BRIDGEWATER BANCSHARES INC,Financial,BRIDGEWATER BANCSHARES INC,SCM,BWB,,,
united states,Briggs&Stratton,Briggs & Stratton Corporation,USD,BGG,equity,US1090431099,BRIGGS & STRATTON,,,,,,,
united states,Brightcove,Brightcove Inc,USD,BCOV,equity,US10921T1016,BRIGHTCOVE,Technology,BRIGHTCOVE,NMS,BCOV,,,
united states,Brighthouse Financial,Brighthouse Financial Inc,USD,BHF,equity,US10922N1037,BRIGHTHOUSE FINANL INC,Financial,BRIGHTHOUSE FINANCIAL INC,NMS,BHF,,,
hong kong,Brilliance China Automotive,Brilliance China Automotive Holdings Ltd,HKD,1114,equity,BMG1368B1028,BRILLIANCE CHINA AUTOMOTIVE,"Consumer, Cyclical",BRILLIANCE CHINA AUTOMOTIVE,1114,1114,,,
australia,Brisbane Broncos Ltd,Brisbane Broncos Ltd,AUD,BBL,equity,AU000000BBL6,BRISBANE BRONCOS LTD,"Consumer, Cyclical",BRISBANE BRONCOS LTD,BBL,BBL,Australia,ASX,AUD
new zealand,Briscoe,Briscoe Group Ltd,NZD,BGP,equity,NZBGRE0001S4,BRISCOE GROUP LTD,"Consumer, Cyclical",BRISCOE GROUP LTD,BGP,BGP,Australia,ASX,AUD
argentina,Bristol-Myers Squibb DRC,Bristol-Myers Squibb Co DRC,ARS,BMY,equity,ARDEUT112877,BRISTOL-MYERS SQUIBB CO,,,,,,,
mexico,Bristol-Myers Squibb,Bristol-Myers Squibb Company,MXN,BMY,equity,US1101221083,BRISTOL-MYERS SQUIBB CO,,,,,,,
switzerland,British American Tobacco,British American Tobacco PLC,CHF,BATS,equity,GB0002875804,BRITISH AMERICAN TOBACCO PLC,,,,,,,
united kingdom,Britvic,Britvic PLC,GBP,BVIC,equity,GB00B0N8QD54,BRITVIC PLC,"Consumer, Non-cyclical",BRITVIC PLC,STMM,BVIC,United Kingdom,LSE,GBP
japan,BroadBand Tower,BroadBand Tower Inc,JPY,3776,equity,JP3831480003,BROADBAND TOWER INC,Communications,BROADBAND TOWER INC,3776,3776,Japan,TSEJ,JPY
